,apoptosis,autophagy,ferroptosis,necroptosis,pyroptosis,others
MANEA,0,0,0,0,0,1
MIS18A,0,0,0,0,0,1
TMEM59L,0,0,0,0,0,1
NDUFAF4,0,0,0,0,0,1
NUP43,0,0,0,0,0,1
LDAH,0,0,0,0,0,1
C14orf93,0,0,0,0,0,1
INAVA,0,0,0,0,0,1
PLEKHA4,0,0,0,0,0,1
EMSY,0,0,0,0,0,1
GALNT11,0,0,0,0,0,1
PLAC8,0,0,0,0,0,1
FASTKD5,0,0,0,0,0,1
ETNK1,0,0,0,0,0,1
CCDC85C,0,0,0,0,0,1
HS1BP3,0,0,0,0,0,1
RNF121,0,0,0,0,0,1
C12orf43,0,0,0,0,0,1
AP1AR,0,0,0,0,0,1
PLEKHA1,0,0,0,0,0,1
CD248,0,0,0,0,0,1
RASAL2,0,0,0,0,0,1
MYO9A,0,0,0,0,0,1
TMEM267,0,0,0,0,0,1
TPRKB,0,0,0,0,0,1
NIP7,0,0,0,0,0,1
OPN3,0,0,0,0,0,1
PARP8,0,0,0,0,0,1
PARP16,0,0,0,0,0,1
RNF34,1,0,0,0,0,1
CEP70,0,0,0,0,0,1
RRP15,0,0,0,0,0,1
MORC4,0,0,0,0,0,1
CORO7,0,0,0,0,0,1
REPIN1,0,0,0,0,0,1
THNSL2,0,0,0,0,0,1
RHOF,0,0,0,0,0,1
ZNF668,0,0,0,0,0,1
PIGN,0,0,0,0,0,1
CSGALNACT1,0,0,0,0,0,1
ZNHIT2,0,0,0,0,0,1
METRN,0,0,0,0,0,1
HPS6,0,0,0,0,0,1
VPS37C,0,0,0,0,0,1
SRBD1,0,0,0,0,0,1
RNASEH2B,0,0,0,0,0,1
TINAGL1,0,0,0,0,0,1
LYVE1,0,0,0,0,0,1
NTAQ1,0,0,0,0,0,1
LAGE3,0,0,0,0,0,1
ZCCHC2,0,0,0,0,0,1
C1orf35,0,0,0,0,0,1
ITIH5,0,0,0,0,0,1
PPCDC,0,0,0,0,0,1
NSMCE4A,0,0,0,0,0,1
ATAD3A,0,0,0,0,0,1
ANKRD49,0,0,0,0,0,1
MOSPD3,0,0,0,0,0,1
HGH1,0,0,0,0,0,1
BCL7C,1,0,0,0,0,1
OSBPL10,0,0,0,0,0,1
TMEM184C,0,0,0,0,0,1
PXMP2,0,0,0,0,0,1
WWOX,1,0,0,0,0,1
GPATCH2,0,0,0,0,0,1
CYB5R4,0,0,0,0,0,1
CTPS2,0,0,0,0,0,1
ANKHD1,0,0,0,0,0,1
AMDHD2,0,0,0,0,0,1
SHQ1,0,0,0,0,0,1
NSD1,0,0,0,0,0,1
GEMIN7,0,0,0,0,0,1
ZNF839,0,0,0,0,0,1
ASPN,0,0,0,0,0,1
ZNF576,0,0,0,0,0,1
SLC24A3,0,0,0,0,0,1
MMRN2,0,0,0,0,0,1
IPPK,0,0,0,0,0,1
PID1,0,0,0,0,0,1
ARMC7,0,0,0,0,0,1
MYBBP1A,0,0,0,0,0,1
TIGAR,1,0,0,0,0,1
STN1,0,0,0,0,0,1
ABHD8,0,0,0,0,0,1
RCN3,0,0,0,0,0,1
RNF141,0,0,0,0,0,1
ORC6,0,0,0,0,0,1
KLHL41,0,0,0,0,0,1
SPAG16,0,0,0,0,0,1
GAR1,0,0,0,0,0,1
DDX54,0,0,0,0,0,1
HSD17B14,0,0,0,0,0,1
C3orf18,0,0,0,0,0,1
IL20RA,0,0,0,0,0,1
DCUN1D2,0,0,0,0,0,1
FKBP11,0,0,0,0,0,1
LSM8,0,0,0,0,0,1
WDCP,0,0,0,0,0,1
ESRP1,0,0,0,0,0,1
THG1L,0,0,0,0,0,1
ZNF232,0,0,0,0,0,1
TTI2,0,0,0,0,0,1
SLC50A1,0,0,0,0,0,1
PHF10,0,0,0,0,0,1
PRR15L,0,0,0,0,0,1
C2orf42,0,0,0,0,0,1
SAP30L,0,0,0,0,0,1
TRMT13,0,0,0,0,0,1
UBIAD1,0,0,0,0,0,1
PELI2,0,0,0,0,0,1
OXSM,0,0,0,0,0,1
ADGRL4,0,0,0,0,0,1
LMF1,0,0,0,0,0,1
MFF,0,0,0,0,0,1
CROCCP3,0,0,0,0,0,1
RBP4,0,0,0,0,0,1
AMBRA1,0,1,0,0,0,1
RASL11B,0,0,0,0,0,1
DUSP26,0,0,0,0,0,1
ADGRL1,0,0,0,0,0,1
TEFM,0,0,0,0,0,1
NMRK1,0,0,0,0,0,1
PBK,0,0,0,0,0,1
DBR1,0,0,0,0,0,1
PODXL2,0,0,0,0,0,1
THSD4,0,0,0,0,0,1
TMEM120B,0,0,0,0,0,1
PITPNC1,0,0,0,0,0,1
SYNJ2BP,0,0,0,0,0,1
KLHL2,0,0,0,0,0,1
NAA15,0,0,0,0,0,1
SLAMF7,0,0,0,0,0,1
MRPL11,0,0,0,0,0,1
ZNF562,0,0,0,0,0,1
ATG2B,0,1,0,0,0,1
PDLIM2,0,0,0,0,0,1
DNAAF2,0,0,0,0,0,1
RASL12,0,0,0,0,0,1
TFB1M,0,0,0,0,0,1
FSD1,0,0,0,0,0,1
ZNF236,0,0,0,0,0,1
UBTD1,0,0,0,0,0,1
IFT74,0,0,0,0,0,1
SLC41A3,0,0,0,0,0,1
MAIP1,0,0,0,0,0,1
BRIX1,0,0,0,0,0,1
QTRT2,0,0,0,0,0,1
DACT1,0,0,0,0,0,1
PEX26,0,0,0,0,0,1
LIPG,0,0,0,0,0,1
TMEM231,0,0,0,0,0,1
CYTH4,0,0,0,0,0,1
TIMM22,0,0,0,0,0,1
SIRT5,0,0,0,0,0,1
ZBTB7A,0,0,0,0,0,1
FKBPL,0,0,0,0,0,1
MACROD1,0,0,0,0,0,1
FBXL6,0,0,0,0,0,1
AGO4,0,0,0,0,0,1
BIN2,0,0,0,0,0,1
UBAP2,0,0,0,0,0,1
WDR70,0,0,0,0,0,1
SEMA4G,0,0,0,0,0,1
PPARGC1A,0,0,0,0,0,1
SCG3,0,0,0,0,0,1
SCUBE2,0,0,0,0,0,1
GTF3C4,0,0,0,0,0,1
AFF4,0,0,0,0,0,1
FASTKD3,0,0,0,0,0,1
TWSG1,0,0,0,0,0,1
RHBDF2,0,0,0,0,0,1
EMC9,0,0,0,0,0,1
SRR,0,0,0,0,0,1
TMBIM4,1,0,0,0,0,1
EDC3,0,0,0,0,0,1
FBXO11,0,0,0,0,0,1
IFIH1,0,0,0,0,0,1
RAB8B,0,0,0,0,0,1
USP18,0,0,0,0,0,1
HSPA14,0,0,0,0,0,1
JAM2,0,0,0,0,0,1
NT5C,0,0,0,0,0,1
SLC39A4,0,0,0,0,0,1
ETAA1,0,0,0,0,0,1
NARS2,0,0,0,0,0,1
BAHCC1,0,0,0,0,0,1
TMEM160,0,0,0,0,0,1
MRPS22,0,0,0,0,0,1
ZBTB38,0,0,0,0,0,1
RBKS,0,0,0,0,0,1
CACFD1,0,0,0,0,0,1
ZNF408,0,0,0,0,0,1
PGBD5,0,0,0,0,0,1
CDK12,0,0,0,0,0,1
CCNJL,0,0,0,0,0,1
ZNF331,0,0,0,0,0,1
SLCO3A1,0,0,0,0,0,1
TMEM100,0,0,0,0,0,1
TGS1,0,0,0,0,0,1
EGLN3,1,0,0,0,0,1
GSDMB,0,0,0,0,0,1
SCRN3,0,0,0,0,0,1
PHACTR4,0,0,0,0,0,1
PAQR6,0,0,0,0,0,1
DNAJB14,0,0,0,0,0,1
PIGV,0,0,0,0,0,1
ZNF654,0,0,0,0,0,1
C10orf88,0,0,0,0,0,1
CEP63,0,0,0,0,0,1
GIMAP4,0,0,0,0,0,1
MRPL46,0,0,0,0,0,1
OGFOD2,0,0,0,0,0,1
ZDHHC14,0,0,0,0,0,1
THUMPD2,0,0,0,0,0,1
FKBP10,0,0,0,0,0,1
FLRT3,0,0,0,0,0,1
DYNC2I1,0,0,0,0,0,1
GEMIN8,0,0,0,0,0,1
TMEM185B,0,0,0,0,0,1
IL17RB,0,0,0,0,0,1
SH3TC1,0,0,0,0,0,1
SPHK1,0,0,0,0,0,1
TIPIN,0,0,0,0,0,1
SEMA4A,0,0,0,0,0,1
ELP5,0,0,0,0,0,1
INTS15,0,0,0,0,0,1
SUV39H2,0,0,0,0,0,1
RNF128,0,0,0,0,0,1
PPP2R3B,0,0,0,0,0,1
MOB3B,0,0,0,0,0,1
ZNF350,0,0,0,0,0,1
GLTP,0,0,0,0,0,1
ETNK2,0,0,0,0,0,1
HMBOX1,0,0,0,0,0,1
CHAC1,1,0,0,0,0,1
GALNT14,0,0,0,0,0,1
CCNK,0,0,0,0,0,1
TSPAN12,0,0,0,0,0,1
PDCD5,1,0,0,0,0,1
CAAP1,1,0,0,0,0,1
OGDHL,0,0,0,0,0,1
MAP3K6,0,0,0,0,0,1
DOCK10,0,0,0,0,0,1
MSRA,0,0,0,0,0,1
TRPV2,0,0,0,0,0,1
C1GALT1C1,0,0,0,0,0,1
HSPBAP1,0,0,0,0,0,1
NIN,0,0,0,0,0,1
RBM15,0,0,0,0,0,1
KCNMB4,0,0,0,0,0,1
CEP15,0,0,0,0,0,1
HEATR3,0,0,0,0,0,1
DAPP1,0,0,0,0,0,1
DTWD1,0,0,0,0,0,1
THAP1,0,0,0,0,0,1
OLA1,0,0,0,0,0,1
CENPQ,0,0,0,0,0,1
PCOLCE2,0,0,0,0,0,1
ZDHHC13,0,0,0,0,0,1
WDR44,0,0,0,0,0,1
ECHDC3,0,0,0,0,0,1
TYW2,0,0,0,0,0,1
CNTNAP2,0,0,0,0,0,1
OBI1,0,0,0,0,0,1
PDGFD,0,0,0,0,0,1
FBXO2,0,0,0,0,0,1
KIF15,0,0,0,0,0,1
PDSS2,0,0,0,0,0,1
AK5,0,0,0,0,0,1
C22orf46P,0,0,0,0,0,1
SYNDIG1,0,0,0,0,0,1
ZBTB10,0,0,0,0,0,1
GRAMD1C,0,0,0,0,0,1
ZNF219,0,0,0,0,0,1
TMEM204,0,0,0,0,0,1
FLVCR2,0,0,0,0,0,1
POLI,0,0,0,0,0,1
MED31,0,0,0,0,0,1
HIF3A,1,0,0,0,0,1
MYO19,0,0,0,0,0,1
PALS1,0,0,0,0,0,1
WRAP73,0,0,0,0,0,1
IL18BP,0,0,0,0,0,1
NOL12,0,0,0,0,0,1
ELAC1,0,0,0,0,0,1
B3GNT2,0,0,0,0,0,1
GPRC5C,0,0,0,0,0,1
DDX31,0,0,0,0,0,1
ATRAID,0,0,0,0,0,1
VANGL1,0,0,0,0,0,1
KLHDC8A,0,0,0,0,0,1
MICALL2,0,0,0,0,0,1
CAPN10,0,0,0,0,0,1
NABP1,0,0,0,0,0,1
ARMCX5,0,0,0,0,0,1
ASCC1,0,0,0,0,0,1
C1orf159,0,0,0,0,0,1
LRRC49,0,0,0,0,0,1
EHMT1,0,0,0,0,0,1
CLN8,1,0,0,0,0,1
CASD1,0,0,0,0,0,1
CDC37L1,0,0,0,0,0,1
SLC29A3,0,0,0,0,0,1
BOLA1,0,0,0,0,0,1
LRFN3,0,0,0,0,0,1
NUDT15,0,0,0,0,0,1
EXOC2,0,0,0,0,0,1
DIABLO,1,0,0,0,0,1
TRAPPC2,0,0,0,0,0,1
HERC6,0,0,0,0,0,1
NHLRC2,0,0,0,0,0,1
KLHL26,0,0,0,0,0,1
RADX,0,0,0,0,0,1
CHMP5,0,0,0,1,0,1
GTPBP1,0,0,0,0,0,1
ADAP2,0,0,0,0,0,1
PGGHG,0,0,0,0,0,1
TRPM4,0,0,0,0,0,1
AEN,1,0,0,0,0,1
NAA35,0,0,0,0,0,1
MTERF3,0,0,0,0,0,1
DHX58,0,0,0,0,0,1
CAMKV,0,0,0,0,0,1
AVEN,1,0,0,0,0,1
NAP1L2,0,0,0,0,0,1
OTUB2,0,0,0,0,0,1
RPRM,0,0,0,0,0,1
KLF2,0,0,0,0,0,1
IFT81,0,0,0,0,0,1
DPM3,0,0,0,0,0,1
CEPT1,0,0,0,0,0,1
GAREM1,0,0,0,0,0,1
NAA16,0,0,0,0,0,1
ZNF358,0,0,0,0,0,1
POLH,0,0,0,0,0,1
CPLANE1,0,0,0,0,0,1
SERTAD3,0,0,0,0,0,1
PRR5L,0,0,0,0,0,1
ADAT1,0,0,0,0,0,1
SLAMF8,0,0,0,0,0,1
CCDC88A,0,0,0,0,0,1
GRHL2,0,0,0,0,0,1
SUSD4,0,0,0,0,0,1
FKBP14,0,0,0,0,0,1
BPNT1,0,0,0,0,0,1
PRR11,0,0,0,0,0,1
PGS1,0,0,0,0,0,1
ESRP2,0,0,0,0,0,1
NEIL1,0,0,0,0,0,1
COQ10B,0,0,0,0,0,1
CIDEC,1,0,0,0,0,1
CNTNAP1,0,0,0,0,0,1
XYLT2,0,0,0,0,0,1
HPSE,0,0,0,0,0,1
EPS8L3,0,0,0,0,0,1
TRIM68,0,0,0,0,0,1
C1orf50,0,0,0,0,0,1
LAMC3,0,0,0,0,0,1
PRMT7,0,0,0,0,0,1
SNIP1,0,0,0,0,0,1
TMEM45A,0,0,0,0,0,1
ELMO3,1,0,0,0,0,1
RAB38,0,0,0,0,0,1
ACBD4,0,0,0,0,0,1
CLSTN2,0,0,0,0,0,1
TTYH1,0,0,0,0,0,1
SCARA3,0,0,0,0,0,1
BORCS6,0,0,0,0,0,1
NHEJ1,0,0,0,0,0,1
RBFA,0,0,0,0,0,1
COA7,0,0,0,0,0,1
TTC33,0,0,0,0,0,1
ESPN,0,0,0,0,0,1
TNFRSF25,1,0,0,0,0,1
EBI3,0,0,0,0,0,1
SULT4A1,0,0,0,0,0,1
AGO3,0,0,0,0,0,1
FAT4,0,0,0,0,0,1
PXMP4,0,0,0,0,0,1
FA2H,0,0,0,0,0,1
ARHGAP10,1,0,0,0,0,1
EVC,0,0,0,0,0,1
BCOR,0,0,0,0,0,1
TREM1,0,0,0,0,0,1
CTC1,0,0,0,0,0,1
EMCN,0,0,0,0,0,1
ANKRD11,0,0,0,0,0,1
NKAIN1,0,0,0,0,0,1
C1GALT1,0,0,0,0,0,1
RAI2,0,0,0,0,0,1
LRRK1,0,0,0,0,0,1
CLUHP3,0,0,0,0,0,1
TASP1,0,0,0,0,0,1
BCORL1,0,0,0,0,0,1
BICRA,0,0,0,0,0,1
RIC8B,0,0,0,0,0,1
SLC35H1,0,0,0,0,0,1
TMEM70,0,0,0,0,0,1
PGCKA1,0,0,0,0,0,1
DPEP2,0,0,0,0,0,1
KLHL36,0,0,0,0,0,1
EGFL6,0,0,0,0,0,1
CFAP69,0,0,0,0,0,1
NSUN3,0,0,0,0,0,1
POLR3B,0,0,0,0,0,1
TMEM127,0,0,0,0,0,1
PAK6,1,0,0,0,0,1
TMEM53,0,0,0,0,0,1
LAMP5,0,0,0,0,0,1
CA14,0,0,0,0,0,1
APOA2,0,0,0,0,0,1
GIN1,0,0,0,0,0,1
CUEDC1,0,0,0,0,0,1
DYNC2H1,0,0,0,0,0,1
CCNJ,0,0,0,0,0,1
CENPO,0,0,0,0,0,1
GDAP2,0,0,0,0,0,1
C3orf52,0,0,0,0,0,1
OSGIN1,0,0,0,0,0,1
WFDC1,0,0,0,0,0,1
POGLUT2,0,0,0,0,0,1
SNAI1,0,0,0,0,0,1
TTC13,0,0,0,0,0,1
SETD4,0,0,0,0,0,1
PORCN,0,0,0,0,0,1
HCFC2,0,0,0,0,0,1
PSMD10,1,0,0,0,0,1
BBS10,0,0,0,0,0,1
A4GALT,0,0,0,0,0,1
NXN,0,0,0,0,0,1
DCLRE1B,0,0,0,0,0,1
LRFN4,0,0,0,0,0,1
CHIC2,0,0,0,0,0,1
SHCBP1,0,0,0,0,0,1
RAD54B,0,0,0,0,0,1
ZNF180,0,0,0,0,0,1
SOWAHC,0,0,0,0,0,1
SEC61A2,0,0,0,0,0,1
CLCF1,0,0,0,0,0,1
ENOX1,0,0,0,0,0,1
NEIL3,0,0,0,0,0,1
TMEM40,0,0,0,0,0,1
RPAP2,0,0,0,0,0,1
ADA2,0,0,0,0,0,1
C1orf54,0,0,0,0,0,1
RSRC1,0,0,0,0,0,1
GCNT3,0,0,0,0,0,1
MYOZ1,0,0,0,0,0,1
POLQ,0,0,0,0,0,1
SNCAIP,0,0,0,0,0,1
DSN1,0,0,0,0,0,1
SH2D3A,0,0,0,0,0,1
PRDM10,0,0,0,0,0,1
TRPV4,0,0,0,0,0,1
SIGLEC1,0,0,0,0,0,1
WWC3,0,0,0,0,0,1
B3GAT1,0,0,0,0,0,1
FJX1,0,0,0,0,0,1
TENM3,0,0,0,0,0,1
NDUFAF5,0,0,0,0,0,1
SLC47A1,0,0,0,0,0,1
BCL11B,1,0,0,0,0,1
CLIC3,0,0,0,0,0,1
PALB2,1,0,0,0,0,1
CEP72,0,0,0,0,0,1
ELOVL4,0,0,0,0,0,1
CDKN1C,0,0,0,0,0,1
HUNK,0,0,0,0,0,1
DLL3,0,0,0,0,0,1
GEMIN6,0,0,0,0,0,1
ZNF267,0,0,0,0,0,1
NEK11,0,0,0,0,0,1
PBLD,0,0,0,0,0,1
BORA,0,0,0,0,0,1
KCTD14,0,0,0,0,0,1
COX15,0,0,0,0,0,1
ZNF16,0,0,0,0,0,1
RTN3,1,0,0,0,0,1
ROBO3,0,0,0,0,0,1
EAF2,1,0,0,0,0,1
NME7,0,0,0,0,0,1
RHCG,0,0,0,0,0,1
TEDC2,0,0,0,0,0,1
NRIP3,0,0,0,0,0,1
SLC17A9,0,0,0,0,0,1
COPZ2,0,0,0,0,0,1
LINC00341,0,0,0,0,0,1
KCNJ16,0,0,0,0,0,1
CYP20A1,0,0,0,0,0,1
PLEKHF1,1,0,0,0,0,1
EXO5,0,0,0,0,0,1
SOX18,0,0,0,0,0,1
SLC35G2,0,0,0,0,0,1
KIF16B,0,0,0,0,0,1
ZNF12,0,0,0,0,0,1
CADPS2,0,0,0,0,0,1
CARMIL1,0,0,0,0,0,1
MARCHF1,0,0,0,0,0,1
MAP7D3,0,0,0,0,0,1
ABCA7,0,0,0,0,0,1
CPEB1,0,0,0,0,0,1
RAB3IL1,0,0,0,0,0,1
TMC5,0,0,0,0,0,1
TSEN2,0,0,0,0,0,1
OGFRL1,0,0,0,0,0,1
SPATA7,0,0,0,0,0,1
PLA1A,0,0,0,0,0,1
TTC12,0,0,0,0,0,1
NCAPG2,0,0,0,0,0,1
TMEM143,0,0,0,0,0,1
DPH5,0,0,0,0,0,1
CEND1,0,0,0,0,0,1
MCPH1,0,0,0,0,0,1
SLC15A3,0,0,0,0,0,1
NINJ2,0,0,0,0,0,1
THAP10,0,0,0,0,0,1
DUOX1,0,0,0,0,0,1
RWDD1,0,0,0,0,0,1
TMEM50B,0,0,0,0,0,1
C10orf12,0,0,0,0,0,1
PIEZO2,0,0,0,0,0,1
ZNF226,0,0,0,0,0,1
MS4A4A,0,0,0,0,0,1
FBXO38,0,0,0,0,0,1
WDR25,0,0,0,0,0,1
ARHGEF28,0,0,0,0,0,1
CEP85,0,0,0,0,0,1
FGG,0,0,0,0,0,1
SIRT6,0,0,0,0,0,1
SLC6A20,0,0,0,0,0,1
KCNK5,0,0,0,0,0,1
ACSS3,0,0,0,0,0,1
CAMKMT,0,0,0,0,0,1
IRAK4,0,0,0,0,0,1
DIRAS2,0,0,0,0,0,1
TOR4A,0,0,0,0,0,1
CLSPN,1,0,0,0,0,1
RAB20,0,0,0,0,0,1
ACTR5,0,0,0,0,0,1
BAG4,0,0,0,0,0,1
CERT1,0,0,0,0,0,1
ZNF767P,0,0,0,0,0,1
ZMAT3,1,0,0,0,0,1
FAM118A,0,0,0,0,0,1
PDZK1IP1,0,0,0,0,0,1
LRP12,0,0,0,0,0,1
TRPV1,0,0,0,0,0,1
TTPAL,0,0,0,0,0,1
CHST11,1,0,0,0,0,1
ZNF606,0,0,0,0,0,1
ARMC9,0,0,0,0,0,1
FBXO22,0,0,0,0,0,1
PARP6,0,0,0,0,0,1
CLDN15,0,0,0,0,0,1
DET1,0,0,0,0,0,1
PEX5L,0,0,0,0,0,1
LRP1B,0,0,0,0,0,1
CEP83,0,0,0,0,0,1
CASQ1,0,0,0,0,0,1
DEF8,0,0,0,0,0,1
POPDC2,0,0,0,0,0,1
MREG,0,0,0,0,0,1
ALG6,0,0,0,0,0,1
ERCC6L,0,0,0,0,0,1
DPPA4,0,0,0,0,0,1
DIPK2B,0,0,0,0,0,1
LSM14B,0,0,0,0,0,1
HACD1,0,0,0,0,0,1
SUGCT,0,0,0,0,0,1
PCDH12,0,0,0,0,0,1
KLF3,0,0,0,0,0,1
PTCD2,0,0,0,0,0,1
ATP8A2,0,0,0,0,0,1
RANBP17,0,0,0,0,0,1
C2orf49,0,0,0,0,0,1
TMEM121,0,0,0,0,0,1
DECR2,0,0,0,0,0,1
NUDT18,0,0,0,0,0,1
MS4A6A,0,0,0,0,0,1
BANK1,0,0,0,0,0,1
GDAP1L1,0,0,0,0,0,1
CD177,0,0,0,0,0,1
BEND5,0,0,0,0,0,1
HPCAL4,0,0,0,0,0,1
AHSP,0,0,0,0,0,1
MCM9,0,0,0,0,0,1
UXS1,0,0,0,0,0,1
ZSCAN16,0,0,0,0,0,1
SPSB1,0,0,0,0,0,1
NLRX1,0,0,0,0,0,1
RAB11FIP1,0,0,0,0,0,1
TBX3,0,0,0,0,0,1
FZD3,0,0,0,0,0,1
RTP4,0,0,0,0,0,1
TMEM35A,0,0,0,0,0,1
STK32B,0,0,0,0,0,1
HHAT,0,0,0,0,0,1
BBS7,0,0,0,0,0,1
SEMA3G,0,0,0,0,0,1
IGFLR1,0,0,0,0,0,1
SAMD9,0,0,0,0,0,1
KREMEN2,0,0,0,0,0,1
AGPAT4,0,0,0,0,0,1
OTULINL,0,0,0,0,0,1
SMPD3,0,0,0,0,0,1
DENND1B,0,0,0,0,0,1
HS3ST2,0,0,0,0,0,1
METTL4,0,0,0,0,0,1
LGI2,0,0,0,0,0,1
PLXDC1,0,0,0,0,0,1
TMOD2,0,0,0,0,0,1
PLAC1,0,0,0,0,0,1
MNS1,0,0,0,0,0,1
YBX2,0,0,0,0,0,1
QSER1,0,0,0,0,0,1
AP5S1,0,0,0,0,0,1
CPNE7,0,0,0,0,0,1
NT5M,0,0,0,0,0,1
ANTKMT,0,0,0,0,0,1
SH3TC2,0,0,0,0,0,1
ZNF586,0,0,0,0,0,1
CACNA2D3,0,0,0,0,0,1
TDP1,0,0,0,0,0,1
APOL6,0,0,0,0,0,1
DCAF16,0,0,0,0,0,1
FGGY,0,0,0,0,0,1
HIGD1B,0,0,0,0,0,1
GPATCH2L,0,0,0,0,0,1
GDPD3,0,0,0,0,0,1
AGPAT3,0,0,0,0,0,1
TESPA1,0,0,0,0,0,1
TREM2,0,0,0,0,0,1
NLGN3,0,0,0,0,0,1
DUOX2,0,0,0,0,0,1
MYOT,0,0,0,0,0,1
PRRX2,0,0,0,0,0,1
CC2D2B,0,0,0,0,0,1
PLPPR1,0,0,0,0,0,1
SLC27A5,0,0,0,0,0,1
SIDT1,0,0,0,0,0,1
TFCP2L1,0,0,0,0,0,1
TRIM36,0,0,0,0,0,1
PCDH9,0,0,0,0,0,1
RNF186,0,0,0,0,0,1
VASH2,0,0,0,0,0,1
ZNF552,0,0,0,0,0,1
PRR7,0,0,0,0,0,1
HEY2,0,0,0,0,0,1
FN3K,0,0,0,0,0,1
SLC68A1,0,0,0,0,0,1
DPF3,0,0,0,0,0,1
NDNF,0,0,0,0,0,1
TREML2,0,0,0,0,0,1
SH2D4A,0,0,0,0,0,1
TMEM144,0,0,0,0,0,1
SETD6,0,0,0,0,0,1
RASAL1,0,0,0,0,0,1
STAG3,0,0,0,0,0,1
RBM41,0,0,0,0,0,1
CBX8,0,0,0,0,0,1
POF1B,0,0,0,0,0,1
TMEM260,0,0,0,0,0,1
IFT56,0,0,0,0,0,1
ERAP2,0,0,0,0,0,1
LIN7B,0,0,0,0,0,1
CLEC1A,0,0,0,0,0,1
RPL36,0,0,0,0,0,1
DENND1A,0,0,0,0,0,1
FZD10,0,0,0,0,0,1
ZNF329,0,0,0,0,0,1
B9D2,0,0,0,0,0,1
CRYZL1,0,0,0,0,0,1
VTCN1,0,0,0,0,0,1
INCENP,0,0,0,0,0,1
QTMAN,0,0,0,0,0,1
TBC1D8B,0,0,0,0,0,1
SMPX,0,0,0,0,0,1
NOX4,0,0,0,0,0,1
GIMAP6,0,0,0,0,0,1
ZFPM2,0,0,0,0,0,1
ZFHX4,0,0,0,0,0,1
ZNF771,0,0,0,0,0,1
SLC35F6,0,0,0,0,0,1
TESMIN,0,0,0,0,0,1
ECT2,0,0,0,0,0,1
NPR3,0,0,0,0,0,1
HAND2-AS1,0,0,0,0,0,1
AGMAT,0,0,0,0,0,1
SNX16,0,0,0,0,0,1
SLC6A14,0,0,0,0,0,1
CDHR5,0,0,0,0,0,1
MGAT4A,0,0,0,0,0,1
MEPCE,0,0,0,0,0,1
DHRS9,0,0,0,0,0,1
THNSL1,0,0,0,0,0,1
ZNF34,0,0,0,0,0,1
PYROXD1,0,0,0,0,0,1
ANGPTL3,0,0,0,0,0,1
SYNPO2L,0,0,0,0,0,1
STEEP1,0,0,0,0,0,1
SMCO4,0,0,0,0,0,1
RAB4B,0,0,0,0,0,1
WDR55,0,0,0,0,0,1
VCPIP1,0,0,0,0,0,1
LATS1,0,0,0,0,0,1
MBNL3,0,0,0,0,0,1
GAL3ST4,0,0,0,0,0,1
RBM23,0,0,0,0,0,1
GPATCH1,0,0,0,0,0,1
MRPS28,0,0,0,0,0,1
SLC6A16,0,0,0,0,0,1
GFOD1,0,0,0,0,0,1
MTRF1,0,0,0,0,0,1
LIN28A,0,0,0,0,0,1
SLC13A4,0,0,0,0,0,1
CYP26B1,0,0,0,0,0,1
ZNF419,0,0,0,0,0,1
UCP3,0,0,0,0,0,1
RABL6,0,0,0,0,0,1
ITGB1BP2,0,0,0,0,0,1
RAI1,0,0,0,0,0,1
CDKL3,0,0,0,0,0,1
HOXC13,0,0,0,0,0,1
EFHC1,0,0,0,0,0,1
CARF,0,0,0,0,0,1
PRDM8,0,0,0,0,0,1
ZBED2,0,0,0,0,0,1
CYTL1,0,0,0,0,0,1
TTC23,0,0,0,0,0,1
TCL6,0,0,0,0,0,1
AICDA,0,0,0,0,0,1
ARL15,0,0,0,0,0,1
IPP,0,0,0,0,0,1
CCDC186,0,0,0,0,0,1
BARX1,0,0,0,0,0,1
HDAC11,0,0,0,0,0,1
ZNF432,0,0,0,0,0,1
ZNF671,0,0,0,0,0,1
EHF,0,0,0,0,0,1
ZNF613,0,0,0,0,0,1
MORN1,0,0,0,0,0,1
FKRP,0,0,0,0,0,1
ZNF14,0,0,0,0,0,1
NUDT11,0,0,0,0,0,1
C1orf116,0,0,0,0,0,1
PLEKHS1,0,0,0,0,0,1
MFSD6,0,0,0,0,0,1
CLEC4E,0,0,0,0,0,1
LY6G5C,0,0,0,0,0,1
DNAJC17,0,0,0,0,0,1
NARF,0,0,0,0,0,1
HERC5,0,0,0,0,0,1
RCAN3,0,0,0,0,0,1
LINC00339,0,0,0,0,0,1
CHODL,0,0,0,0,0,1
ANKFY1,0,0,0,0,0,1
ATF7IP2,0,0,0,0,0,1
KLF3-AS1,0,0,0,0,0,1
GASK1B,0,0,0,0,0,1
COLEC11,0,0,0,0,0,1
SLC12A8,0,0,0,0,0,1
GOLGA2P5,0,0,0,0,0,1
ZMAT4,0,0,0,0,0,1
KLF13,0,0,0,0,0,1
HROB,0,0,0,0,0,1
TTLL7,0,0,0,0,0,1
CATSPERZ,0,0,0,0,0,1
LHX6,0,0,0,0,0,1
SLFN12,0,0,0,0,0,1
CEP97,0,0,0,0,0,1
SPAG4,0,0,0,0,0,1
FRAT1,0,0,0,0,0,1
CLEC5A,0,0,0,0,0,1
PGPEP1,0,0,0,0,0,1
TM6SF1,0,0,0,0,0,1
CCDC71,0,0,0,0,0,1
